planet_id,sign_id,desc
2,7,"静かなる闇の追究者；
並はずれた集中力を持ち、探究心も旺盛です。""神秘""や""闇の力""にも関心が強く、物事の背後にある隠された事実を追及しようとします。
冷静で客観的な物の見方をしますが、好き嫌いの感情に触れられると、突然激情的になりがちです。シニカルで気難しく、サディスティックな面もあります。知らず知らずのうちに自分の考えを他人に押し付ける傾向もあるので注意。
人の心を扱う心理学、精神医学、探偵、謎解きなどで実力を発揮するでしょう。"
2,8,"向学心旺盛だけど飽きっぽい；
物知りで豊かな教養の持ち主で、いくつになっても向学心を燃やし続けるタイプ。反面、飽きっぽく、集中力に欠けます。考え方が飛躍する傾向も。
精神的価値が高いものに興味を示しますが、世俗的な事柄には無関心です。文章能力に優れていますが、義務教育時代にそれが発揮できるとは限らず、むしろ大人になってから真の進歩が現れるでしょう。
教育、語学、スポーツ、医学などに適正がありますが、単調な仕事は苦手。職歴が変わりやすいのも特徴です。"
2,9,"打算的な理性派；
土星の影響が強く、水星の軽快さが息を潜めます。打算的で理性的。何事にも真面目に取り組むタイプです。物事を計画通りに行い、ひらめきや直感による決断は警戒します。考え方も保守的で現実的でしょう。
頭脳明晰ですが、無口で辛辣。方法論にこだわり、融通のきかない面があります。
軽快なタッチには欠けますが、実務能力が非常に高く、スケジュール調整、有益な時間の使い方では右に出るものはいません。教師やシステム管理、経営者にも向いています。"
2,10,"友好的な発明家；
未来を先取りする進歩的な思考の持ち主です。開拓精神に富み、発明の才もあります。目を見張るような独創性を持ちますが、いったんこうと決めたら、なかなか意見を変えない頑固なところも。
反面、予測不能な出来事には対応力◎。想像力に欠け、クールで客観的ですが、人間への興味は強く、友好的です。
現代科学に関心を持ち、天文学や占星術にも興味を示すタイプ。研究職や映像関係にも敵視、組織や国家などスケールの大きい物事にも対応できます。"
2,11,"感受性の強いヒーラー；
魚座の守護星・海王星の影響で、水星の明快さが薄らぎます。自由気ままな思考力と、知性が結びつくため、論理的ではなく、フィーリング重視。想像力も豊かです。
他人の影響を受けやすいうえ、さまざまな印象に染まりやすく、日によって考え方や発言が違うことも。集中力も散漫になりやすいタイプです。
模倣の才能もあり、とくに耳から語学を習得するのが得意。詩、音楽、アート、ダンスなどに関心を持ったり、ヒーラーとして活躍する人もいます。"
3,0,"制御不能の熱い人；
牡羊座の守護性・火星の攻撃性と、調和の金星の組み合わせには葛藤が生まれます。
とくに、恋は衝動的で、愛情表現は情熱的。いったん恋に落ちると、気持ちを抑制できません。好きな人の心を射止め、征服することに喜びを感じますが、大胆な行動で相手を振り回すこともしばしば。獲物を狙う傾向があり、それが満たされると新鮮さを失い、興味は別の方向に移ります。
金銭面も衝動的で、一攫千金を狙いますが大抵は無に帰します。"
3,1,"誠実な官能主義者；
牡牛座の守護性は金星ですから、オウンサイン（本来の星）となり、金星の特徴が強く表れます。愛情面では情が深く、誠実なため恋も長続きします。ただし、所有欲の強さから愛する人を「自分のもの」と考え、ジェラシーへと導かれやすい配置です。また、官能的な恋愛に溺れやすいでしょう。
財運に恵まれ、物質的に満たされると心が安定します。五感の快適さを求め、おいしい料理、贅沢、肉体的な快楽への願望が強く表れます。年とともに肥満になりやすいので注意を。"
3,2,"言葉を操る陽気な恋人；
愛情を表す金星が双子座にあると、言葉による愛情表現が得意になります。明朗で洗練されたムードを持っています。好きな人とは知的な面で結ばれることを望み、魅力的なトークで気持ちを伝えるタイプ。その反面、首尾一貫しない傾向も。好意を抱くと大抵気軽に接近しますが、恋愛に夢中に見えて、実は醒めていることもしばしば。とくに責任がついてくる結婚に対しては、クールな態度をとりがちです。
旅行が好きで、興味のあることにお金を散財します。"
3,3,"心配性の母親；
愛情表現に蟹座の要素が加わり、保護的で母性的、ときには父親的にもなります。蟹座は水のエレメントなので、相手の気持ちに同化しようとします。同情心や思いやりの心が強いため、世話好きで、おせっかいの傾向も。恋愛面でも心配性なので、相手を甘やかせ、依存体質にしてしまうかもしれません。家族に対してはよりよい環境を整え、手によりをかけた料理を出すなどして尽くします。
経済面に対しても心配性で、変動があると不安にかられやすくなるタイプです。
"
3,4,"ドラマチックな恋人；
恋愛を表す金星に獅子座の自己主張の強さが加わり、愛情表現は熱烈で華やかです。ドラマチックな恋愛を好み、お世辞も上手。デートでも演出をすることで、自分はもちろん、相手も楽しくさせようとします。自己アピールに長け、魅力的に見せることも得意です。喜怒哀楽が激しく、情にもろく、独占欲も強いタイプ。愛する人を高めようとすると同時に、支配したいという欲求も強めです。また、パートナーを自慢する傾向も。お金の使い方は派手で、投機を好みます。"
3,5,"ツッコミが激しい純愛派；
乙女座の分析的で批判的な面が愛情面に表れます。理想が高いうえ、完璧を求めるため理想と現実のギャップを感じ恋愛に臆病になりがちです。そのためアイドルなど現実離れした相手に入れ込みやすいかもしれません。また、愛に純粋で誠実ですが、その表現は控えめ。細かなことに楽しみを感じる反面、相手に対して長所よりも欠点が目につき、ツッコミ癖から愛にヒビが入ることも少なくありません。
金銭面では、リスクを嫌い、几帳面に管理するタイプです。"
3,6,"恋多き社交派；
天秤座の守護星は金星ですから、その意味合いはより強く表れます。美男美女が多い配置でもあります。争いを嫌い、礼儀正しく社交的。人の気持ちを察することに長け、社交シーンではその力を存分に発揮します。そのためたくさんの人に愛され、敬意を受けるでしょう。
一方で、依頼心が強く、わがままな面があり、誘惑には弱いタイプ。異性遍歴を重ねやすい傾向も。
異性からの金運もあります。結婚によって地位や名声を得ることが多いでしょう。"
3,7,"独占欲の強い官能派；
蠍座の守護性である冥王星は、究極を表す星。つまり、愛情が極端に表れます。好き嫌いの感情が激しいため、自分が愛する分、同じだけの愛情を受けないと、相手を許すことができないのです。独占欲が強く、相手を無意識にコントロールしようとするところがあるため、嫉妬に悩まされることも多いです。性的欲望も強く、愛情表現としてセックスが重要になるでしょう。財政面も極端に表れ、よいか悪いかになります。スポンサーには恵まれ、遺産や相続などで大金を手に入れる人も。"
3,8,"フランクで潔い恋人；
射手座の守護星・木星の影響で、愛情は大らかでオープン。フランクで冒険的なので、早熟なタイプが多い配置です。好きな人にはストレートに気持ちを伝えますが、諦めも早いタイプ。誠実だけど、簡単に挫折します。理想を求めてさまよう傾向があり、""尊敬の対象""、""自分よりランク上""の相手との恋は、自分自身のグレードアップにもつながります。外国人とも縁があります。
金銭面はズボラです。どんぶり感情や見通しの甘さから損失を招きやすいので注意。"
3,9,"不器用な官能派；
山羊座の守護星・土星の影響から、愛情表現は上手ではありません。金星の持つ温かみが冷却されるイメージです。恋愛に対して猜疑心を抱きがちで、ロマンチックなムードにも欠けます。理性が働き、自分の性欲を抑え込む傾向がありますが、堰を切れば、自我を忘れるような極端な体験にハマることも。
愛情そのものは誠実で、変わらぬ愛を捧げるタイプ。一方で、打算のからんだ結婚をし、恋愛を野心に利用する場合も。
無駄を嫌う倹約家で、経済観念は優れています。"
3,10,"自由を確保する友愛主義者；
水瓶座の守護星・天王星の影響から、愛情表現はオリジナリティに富んでいます。友愛精神にあふれ、気さくでフランクですが、どこか相手との距離をとろうとするところがあります。情緒よりも理性が先行するため、愛は発展しにくく、むしろ人類愛を目指すタイプなのです。親密な関係であっても束縛を嫌い、自分の自由を確保しようとします。常識や因習にとらわれないので、周囲には奇妙な関係と映るでしょう。
金銭面への執着は薄いですが、判断は賢明です。"
3,11,"人を和ませるドリーマー；
魚座の守護星・海王星の要素が影響し、愛情表現は同情的で平和的です。人を和ませるタレント性もあります。人の気持ちに敏感で、傷ついた人を癒す力も。その反面、感情的で情に流されやすく、頼まれると断りきれないことも多いでしょう。
また、特定の相手に愛情を集中させないので、誰でも踏み込めるような隙が多いののも特徴。夢見がちで、常に人生に希望を抱いていますが、だまされやすいので気をつけたいところです。
金銭面は無頓着でルーズなので、管理能力を養いましょう。"
4,0,"せっかちでスリル大好き；
火星は牡羊座の守護星ですから、本来の星となり、行動力や闘争心が最もピュアに表れます。情熱的で大胆でエネルギッシュです。冒険心に富み、初めてのことにも果敢にチャレンジするタイプ。スリルやスピードを愛し、常に新しい刺激を求めます。セックスも激しめを好みます。
自信家で、他人のいいなりになるのが大嫌い。率先して行動していく人です。一方で、衝動的な行動が多く、せっかち。事故を起こしやすい傾向があるので、注意しましょう。"
4,1,"静かなる頑固者；
火星の攻撃力に牡牛座の忍耐力が加わり、火星の力はかなり減殺されます。行動はスローですが、粘り強い意志の持ち主。目標を掲げたら、着実に達成を目指します。普段は落ち着いていて怒りをあらわにしませんが、積もり積もると爆発するタイプです。
また、五感を活かした仕事に適正があり、芸術関係にも向きます。一方で、所有欲が強く、わがままで頑固。とくにお金儲けにエネルギーを注ぐ傾向が。そのため十分な収入を得ますが、支出も同様に大きくなります。"
4,2,"落ち着きのない話好き；
火星が双子座にあると、知的なエネルギーが顕著に。頭の回転が速く、鋭い反応やスピーディーな伝達力となって表れるのです。話し好きだけど、言葉による攻撃力や自己主張が強くなり、歯に衣着せぬ発言や、破壊的な論争で周囲を戸惑わせることも。移り気で落ち着きがなく、エネルギーを多方面で消費しがちですが、心身のバランスをとれれば最強です。
器用で多才。生活方針や環境が変わりがち。借金払いに苦しむことがありますが、なんとか切り抜けるでしょう。"
4,3,"気難しい小心者；
火星の攻撃力が蟹座の守護性・月によって、不安定に作用します。非常に感情的で、気難しく短期。行動は非論理的です。他人からの影響を受けやすく、自分の考えを覆すことも。不満がたまってイラつく人も多いでしょう。ひねくれたり反抗的になったりと、攻撃性が歪みがちです。また、親しい人には強気でも、知らない人には弱腰になります。
落ち着いた自分の居場所を築きたい願望が強く表れ、家族や愛する人を守るために攻撃的になることもありそうです。"
4,4,"怖いもの知らずの熱血派；
獅子座の守護星・太陽の自己アピール力が加わり、火星のエネルギーがさらに熱くなる配置です。謙虚さがなく、恐れを知りません。人から賞賛されたいという欲求と権威欲が旺盛で、目的意識も強め。そして、そのための努力は惜しみません。
物事に熱中しやすく、創造力が豊かなので、アイデアを次々に形にしていきます。一方で、粗野な傾向もあり、細かいことをチェックするのは苦手かも。
男性の場合、頼りがいがあるように映り、女性はがが強く勝ち気な印象に。"
4,5,"気の小さい批判者；
火星が乙女座に位置した場合、細部によく気がつき、優れた実務能力を持ちます。大きな責任を負い続ける力に欠けるため、事業を興すことや、トップの座に座る力量はありません。しかし、こまごましたことによく気がつき、面倒なことにも労を惜しみません。単調な作業も得意でしょう。
仕事熱心なだけに性急で、批判精神が過剰になりやすい傾向が。それは、火星の怒りを直接発散できないため。防衛本能として他人の落ち度を指摘し、自分を守っているからです。"
4,6,"エネルギッシュな社交家；
天秤座に火星がある配置は、その攻撃性を弱め、天秤座が大切にしている対人関係にエネルギーを割きます。論争的になる傾向もありますが、それは自分なりの美学を貫き、他人を説得したい欲望の強さゆえ。また、確固とした独立心に欠け、怪獣的ですが、共同作業では人の争いごとに巻き込まれるなどトラブルがついてまわりがちです。
活動的な社交家で、とくに異性との交流が多いため、恋愛面は幸運です。情熱的な恋愛をして早婚、もしくは勢いでの結婚もあるでしょう。"
4,7,"疲れを知らない支配者；
蠍座の守護星・冥王星の影響で、火星のエネルギーに究極の力が加わります。強い意志と鋭い決断力を持ち、記憶力も抜群。息抜きすることを知らないほど精力も旺盛です。ダメージを受けても回復力があり、セックスもパワフルでしょう。
目的を達成する実行力が高い一方で、激情にかられやすい傾向が。それらは残忍さ、嫉妬深さ、復讐心などにつながります。感受性が強く、洞察力もありますが、無意識に人を支配しようとする傾向があるので注意しましょう。"
4,8,"突拍子もない勇者；
射手座に位置していることで、火星の力が大らかに働き、軽快な行動力の持ち主に。自分の信念に基づき、旺盛な頭脳活動と情熱的な冒険力で物事を進めます。何事にも全力で取り組む一方で、物事を大袈裟にとらえたり、突然脇道にそれたりと、安定性に欠けるところも。
火星の攻撃性は肉体レベルで表れ、スポーツや旅行に向けられます。寛大ですが、ちょっとしたことでカッとなるなど、せっかちで抑制心に欠ける面も。ただし、その場で吐き出すので後は引きません。"
4,9,"ゆっくり進む野心家；
火星がこの1にあると、そのエネルギーは目的達成のために、無駄なく使われます。火星の攻撃性は、穏やかな野心として表れ、物質的欲望にも反映されるでしょう。集団の中で自分の資質を磨いたり、責任を全うしたり、自分を鍛え、努力に余念がありません。
慎重にして大胆。富や権力への追及も尽きないでしょう。高い知力を持ち、戦略は巧妙。学習スピードは遅いものの、着実に目的に近づきます。鋭い洞察力を持ち、几帳面で事業面もよく、成功を望めるでしょう。"
4,10,"自由を求める議論好き；
水瓶座の守護星・天王星の力が加わり、独創的で自分の自由を強く求めます。火星の持つ攻撃性は個人的な欲求というより、社会改革や束縛からの解放を求める行動に表れます。そのため目上の人や権力者に意見することも。すぐに論じる癖があり、物事を理論的に考えますが、理屈っぽくなりがちです。
また、感情に深入りすることを嫌い、他者への気配りに欠けて見えるかもしれません。突然ぶっきらぼうになり、独断に傾きやすい傾向も。怒りのツボが周囲と異なるのも特徴です。"
4,11,"移ろう自己犠牲の人；
情緒豊かな魚座の影響で、火星の攻撃力が感情的に表れます。感受性が豊かで他人の気持ちを読み取る力に優れるため、相手を傷つけたくないという気持ちが働きます。自己犠牲の精神も強いため、怒りは内に秘め、自分の欲求との間に葛藤が生まれやすいでしょう。
また、気が多すぎて考え方がまとまらない傾向も。努力の対象が定まらず、人生観も確固たるものがないことが多いでしょう。目的があっても適正な判断ができず、自暴自棄になることがあるかもしれません。"
5,0,"無謀なリーダー；
牡羊座の自我が木星によって拡大・発展され、寛大さと熱中する力を与えます。向上心が強く、自信に溢れ、情熱的で建設的な行動をします。何事にも積極的で、正義感と包容力も豊か。リーダーシップにも恵まれるでしょう。
自由への欲求が強く、高貴な精神と品性を持ちますが、自信過剰になりがちです。他人に対して警戒心を抱かないため、無謀な行動に出ることも。
浮き沈みもありますが、中年期から新しい人生に挑戦し、成功する人も多いでしょう。"
